download_count,project
84032,"django-nested-inline"
84021,"fastcrud"
84001,"ozi"
84001,"microsoftgraph-python"
83998,"cocoindex"
83996,"umodbus"
83977,"theine"
83975,"google-gax"
83971,"impi-rt"
83968,"deflate-dict"
83956,"ansys-edb-core"
83949,"apache-airflow-providers-pgvector"
83946,"flask-datadog"
83940,"django-signal-webhooks"
83911,"glymur"
83888,"zcatalyst-sdk"
83887,"stellar-sdk"
83881,"pyddq"
83872,"beancount"
83866,"pytest-run-parallel"
83853,"pm4py"
83828,"reflex-components-code"
83813,"django-admin-extra-buttons"
83809,"sonic-client"
83757,"citeproc-py"
83748,"ratio"
83740,"replit"
83728,"eciespy"
83662,"django-autotyping"
83645,"fysom"
83632,"jnjrender"
83630,"python-xsense"
83586,"pymochow"
83576,"signify"
83569,"pygnmi"
83561,"dict-hash"
83559,"qubx"
83554,"sqlalchemy-easy-softdelete"
83544,"tinker-cookbook"
83499,"fedora-messaging"
83470,"python-kasa"
83433,"utf-queue-client"
83382,"newb"
83378,"wsme"
83347,"doppler-env"
83344,"ordered-enum"
83325,"langchain-redis"
83290,"pyexcel-ods3"
83286,"hopsworks"
83273,"suds-jurko"
83241,"sage-ai-cli"
83235,"django-easy-audit"
83201,"tilemapbase"
83194,"pipecat-ai-small-webrtc-prebuilt"
83173,"ecmwf-opendata"
83154,"islpy"
83120,"large-image"
83105,"ethos-u-vela"
83098,"types-aiobotocore-ecr"
83057,"ansys-api-edb"
83047,"django-templated-email"
83045,"qualang-tools"
83043,"reflex-components-lucide"
83039,"sslyze"
82998,"utide"
82974,"dvc-azure"
82935,"giddy"
82919,"tempdir"
82917,"datedelta"
82888,"environ-config"
82873,"reflex-components-markdown"
82868,"django-summernote"
82832,"py-ocsf-models"
82823,"readthedocs-sphinx-ext"
82820,"reflex-components-plotly"
82807,"prophy"
82806,"mpxj"
82804,"generative-ai-hub-sdk"
82776,"pymorphy3-dicts-uk"
82730,"pyemvue"
82717,"scienceplots"
82712,"executable-application"
82711,"streamlit-plotly-events"
82699,"h5grove"
82696,"pypowerstore"
82680,"bagpy"
82675,"praisonai"
82659,"skia-python"
82642,"pipestat"
82615,"govee-api-laggat"
82577,"flake8-mock-spec"
82566,"box2d"
82544,"pysen"
82538,"timple"
82535,"renew"
82528,"cfgraph"
82527,"wecom-aibot-python-sdk"
82521,"gdtoolkit"
82513,"babelfish"
82509,"dmiparser"
82468,"nixl-cu13"
82400,"clangd-tidy"
82393,"flet-cli"
82378,"colourmap"
82368,"types-boto3-stepfunctions"
82348,"jupyterlab-code-formatter"
82313,"datafiles"
82277,"gruut"
82253,"django-cryptography-5"
82247,"eyecite"
82241,"agentscope-runtime"
82239,"types-vobject"
82231,"norfair"
82194,"trytond"
82186,"piper"
82165,"ogb"
82150,"octodns"
82120,"annexremote"
82120,"django-tenant-users"
82113,"dparse2"
82106,"casttube"
82102,"deepagents-cli"
82100,"copernicusmarine"
82069,"later"
82062,"datazets"
82047,"flexpolyline"
82047,"deepsearch-glm"
82021,"esdk-obs-python"
82014,"reflex-components-sonner"
81989,"nvidia-npp-cu12"
81947,"streamlit-feedback"
81941,"robotframework-whitelibrary"
81922,"spire-xls"
81894,"selenium-screenshot"
81883,"to-requirements-txt"
81866,"veracode-api-py"
81863,"pkginfo2"
81852,"speaklater"
81823,"dbt-metabase"
81813,"pycld3"
81734,"cwltest"
81725,"reflex-components-dataeditor"
81696,"bt-decode"
81648,"ncore"
81647,"reflex-components-react-player"
81638,"httplib2shim"
81635,"reflex-components-moment"
81613,"reflex-components-gridjs"
81612,"libsql"
81549,"miceforest"
81522,"aws-encryption-sdk-cli"
81514,"python-okx"
81491,"duffel-api"
81475,"quart-auth"
81474,"rebulk"
81460,"graphene-sqlalchemy-filter"
81452,"ring-flash-attn"
81425,"placo"
81419,"types-pyperclip"
81415,"random-word"
81397,"llama-models"
81354,"slowaes"
81331,"pytest-jira"
81324,"tqdm-joblib"
81307,"reflex-components-recharts"
81295,"twitter-ads"
81289,"lovely-numpy"
81281,"python-irodsclient"
81227,"oneccl"
81217,"minimax-coding-plan-mcp"
81168,"django-s3-storage"
81155,"garmin-fit-sdk"
81152,"streamlit-pdf"
81135,"unipath"
81102,"pytest-func-cov"
81096,"pyldavis"
81096,"irc"
81093,"mad-prefect"
81053,"connection-pool"
80979,"steel-sdk"
80931,"packvers"
80898,"pyperplan"
80866,"case-convert"
80841,"pvporcupine"
80822,"brewer2mpl"
80817,"lightning-sdk"
80803,"locales"
80798,"nvdlib"
80784,"syncedlyrics"
80781,"skorch"
80778,"rebrowser-playwright"
80732,"apitools"
80720,"django-zeal"
80703,"gpt-researcher"
80701,"cua-agent"
80694,"py-pglite"
80667,"inference"
80631,"gogo-python"
80605,"llama-index-vector-stores-azureaisearch"
80557,"cybox"
80547,"dask-glm"
80533,"nosexcover"
80500,"strands-agents-evals"
80468,"label-studio"
80466,"bids-validator"
80450,"cuallee"
80445,"amundsen-rds"
80426,"mecab-ko-dic"
80368,"exif"
80352,"python-freeipa"
80346,"ctransformers"
80345,"ob-metaflow"
80340,"rf-clip"
80335,"guessit"
80321,"mo-logs"
80319,"fastapi-socketio"
80273,"shinywidgets"
80264,"fitparse"
80243,"serialx"
80232,"pmtiles"
80221,"expo"
80212,"wllegal"
80206,"runware"
80200,"rhino3dm"
80162,"linopy"
80155,"urlpath"
80139,"tuya-device-sharing-sdk"
80104,"detectormorse"
80097,"cassidy"
80080,"sinter"
80059,"enumb"
80038,"termplotlib"
80035,"edx-auth-backends"
80027,"stix"
80024,"ciris-verify"
80006,"aws-cron-expression-validator"
79989,"lcpdelta"
79984,"mo-kwargs"
79962,"glicko2"
79953,"skyfield-data"
79949,"plum-py"
79930,"oneccl-devel"
79918,"python-escpos"
79902,"quadrilateral-fitter"
79886,"invenio-records-resources"
79871,"loadimg"
79847,"fill-voids"
79845,"pallets-sphinx-themes"
79828,"nlup"
79789,"djangocms-text-ckeditor"
79784,"pg0-embedded"
79784,"django-zen-queries"
79721,"flake8-pep585"
79714,"nudenet"
79630,"stups-cli-support"
79620,"pycifrw"
79617,"arcgis2geojson"
79602,"uefi-firmware"
79599,"vellum-ai"
79599,"mongo-tooling-metrics"
79579,"pyxdia"
79562,"pysentry-rs"
79552,"prosemirror"
79550,"methoddispatch"
79520,"fluids"
79501,"deluge-client"
79460,"chromedriver-py"
79447,"e2b-desktop"
79432,"keras-nlp"
79402,"datashape"
79397,"heavyball"
79372,"mne-bids"
79352,"chatterbox-tts"
79349,"blurhash-python"
79320,"f90nml"
79312,"pathlib3x"
79293,"aws-cdk-aws-imagebuilder"
79283,"data-science-types"
79237,"arpy"
79229,"nsj-rest-lib"
79217,"pyfaup-rs"
79188,"meross-iot"
79179,"gigachat"
79167,"airium"
79167,"tf-estimator-nightly"
79159,"airflow-provider-hightouch"
79141,"edx-django-release-util"
79100,"image"
79066,"imfp"
79057,"diskimage-builder"
79022,"gridstatus"
79013,"ubai-client"
79007,"dask-cudf-cu12"
79007,"parfive"
78994,"owlready2"
78963,"certbot-nginx"
78959,"autogluon-vision"
78958,"matrice"
78916,"rpi-gpio"
78915,"fnc"
78902,"cobs"
78856,"moto-ext"
78843,"gllm-inference-binary"
78833,"standard-distutils"
78773,"demisto-sdk"
78749,"aws-cdk-aws-fsx"
78722,"python-amazon-paapi"
78716,"opencensus-proto"
78691,"openfeature-provider-flagsmith"
78667,"typecode"
78646,"pydirectinput"
78616,"pyodide-cli"
78612,"toml-rs"
78608,"pylint-flask-sqlalchemy"
78594,"web-pdb"
78588,"types-uwsgi"
78586,"pgvecto-rs"
78576,"livekit-plugins-ai-coustics"
78567,"dlint"
78536,"ncompress"
78535,"zhdate"
78525,"networkx-stubs"
78500,"firebase-messaging"
78494,"wikitextparser"
78464,"git-review"
78460,"betfairlightweight"
78453,"mozleak"
78441,"xdrlib3"
78415,"flask-silk"
78352,"upstash-ratelimit"
78283,"engineering-notation"
78276,"gruut-ipa"
78265,"kcli"
78248,"microversion-parse"
78238,"dagster-pandera"
78224,"vnai"
78193,"pure-python-adb"
78191,"tiledb"
78135,"amalgam-lang"
78115,"pycuda"
78114,"pytest-custom-report"
78108,"vit-pytorch"
78079,"detoxify"
78075,"sqlalchemy-firebird"
78072,"mongo-ninja-python"
78072,"types-boto3-ssm"
78010,"infoblox-client"
77945,"lbt-honeybee"
77924,"yeelight"
77918,"ovito"
77912,"wallet-py3k"
77910,"razdel"
77892,"aiscat"
77871,"erppeek"
77844,"qm-octave"
77830,"sudachidict-small"
77799,"asyncore-wsgi"
77755,"localdb-json"
77754,"pytrec-eval"
77745,"pymongoarrow"
77742,"guarddog"
77720,"fastapi-injectable"
77718,"cantera"
77668,"alchemlyb"
77666,"tinybird"
77655,"blaxel"
77655,"aioprocessing"
77633,"uipath-dev"
77629,"datahub"
77624,"mrz"
77554,"plugincode"
77549,"sagemaker-huggingface-inference-toolkit"
77537,"cua-computer"
77531,"invenio-theme"
77511,"gruut-lang-en"
77499,"gower"
77484,"objaverse"
77480,"sqlalchemy-citext"
77474,"pygrok"
77471,"python-twitter"
77464,"lovely-tensors"
77459,"urlpy"
77454,"openfermionpyscf"
77450,"microsoft-teams-cards"
77445,"ecs-deploy"
77420,"mujoco-warp"
77408,"microsoft-agents-hosting-teams"
77382,"refgenie"
77349,"pyspark-dist-explore"
77309,"llist"
77280,"fairseq"
77264,"nsj-gcf-utils"
77246,"reflex-monaco"
77218,"invokeai"
77156,"koru"
77137,"pysingleton"
77109,"pytorch-sphinx-theme2"
77102,"ignore-python"
77091,"xsuite"
77085,"py-iam-expand"
77076,"django-invitations"
77063,"pyasn"
77055,"jinjasql2"
77048,"astatine"
77040,"torchio"
77039,"cidr-trie"
77024,"pysdl2"
76997,"bech32m"
76991,"notebooklm-mcp-cli"
76984,"os-resource-classes"
76973,"home-assistant-frontend"
76949,"pymaven-patch"
76930,"mailersend"
76896,"moz-sql-parser"
76894,"pymediainfo-pyrofork"
76879,"robotframework-csvlibrary"
76830,"imgui"
76824,"django-js-reverse"
76823,"novu"
76810,"onelogin"
76793,"warrant"
76777,"async-factory-boy"
76776,"cutlet"
76770,"fastapi-clerk-auth"
76761,"alibabacloud-vpc20160428"
76757,"sexpdata"
76749,"django-redis-sessions"
76749,"lazyasd"
76712,"pyspark-data-sources"
76702,"meshtastic"
76690,"transformer-lens"
76671,"flask-autoindex"
76668,"chromedriver-binary"
76664,"qwasm"
76658,"nsj-flask-auth"
76642,"orange3"
76623,"scrapli"
76623,"openinference-instrumentation-smolagents"
76622,"unflatten"
76605,"tsfeatures"
76604,"reflex-calendar"
76568,"scitex-dev"
76566,"pyrabbit2"
76553,"wordsegment"
76534,"django-queryinspect"
76525,"zhinst-core"
76520,"awkward0"
76506,"openvino-genai"
76500,"ert"
76495,"python-mistralclient"
76494,"marketing-attribution-models"
76476,"os-brick"
76455,"nsj-multi-database-lib"
76450,"coralogix-opentelemetry"
76449,"otio-fcp-adapter"
76441,"dragonfly-energy"
76440,"truelayer-signing"
76420,"opacus"
76418,"rb-resume-parser"
76401,"adapters"
76361,"flask-security"
76336,"earthkit-data"
76319,"container-inspector"
76298,"nsj-sql-utils-lib"
76257,"databend-driver"
76252,"fastcounter"
76232,"django-heroku"
76213,"orange-canvas-core"
76210,"nano-pdf"
76209,"clease"
76172,"sssom"
76164,"datetype"
76161,"docrep"
76127,"pypyodbc"
76120,"graphqlclient"
76102,"jumpssh"
76099,"aioredlock"
75989,"pypi"
75987,"mdformat-toc"
75967,"python-osc"
75903,"raft-dask-cu12"
75893,"uproot3"
75834,"pytoniq"
75825,"elevate"
75823,"jina"
75818,"flowtask"
75789,"uproot3-methods"
75770,"imgviz"
75761,"just-bin"
75748,"edge-mdt-tpc"
75739,"basemap-data"
75732,"gmr"
75726,"django-db-geventpool"
75698,"validations-engine"
75690,"torch-xla"
75688,"pyvistaqt"
75686,"pypemicro"
75670,"flake8-unused-arguments"
75645,"pyspark-extension"
75640,"sailthru-client"
75634,"trainy-policy-nightly"
75628,"scrapy-zyte-api"
75618,"nocasedict"
75614,"ntgcalls"
75612,"jsontemplates"
75612,"ecmwf-api-client"
75606,"pronto"
75603,"finlab"
75601,"flake8-executable"
75592,"madoka"
75587,"tsmoothie"
75586,"ensureconda"
75582,"honeybee-energy"
75560,"mdformat-black"
75551,"slumber"
75542,"pyavm"
75539,"gritql"
75524,"mabwiser"
75506,"edam-ontology"
75493,"python-roborock"
75486,"jedi-language-server"
75474,"llama-index-embeddings-vertex"
75450,"openbb-yfinance"
75442,"dataframe-api-compat"
75424,"duckduckgo-mcp-server"
75391,"sqlalchemy-searchable"
75391,"microsoft-teams-common"
75379,"pyarrowfs-adlgen2"
75371,"nsj-rest-lib2"
75358,"classes"
75357,"rosettasciio"
75352,"types-pyinstaller"
75343,"marimo-base"
75339,"qmp"
75327,"workdays"
75326,"dbt-core-interface"
75312,"pan-os-python"
75305,"parameter-expansion-patched"
75299,"types-yt-dlp"
75296,"bigquery-magics"
75242,"edx-i18n-tools"
75218,"pyrfc6266"
75218,"python-incidentio-client"
75186,"gs-quant"
75178,"infrared-protocols"
75155,"reflex-clerk-api"
75147,"pygmars"
75143,"nemo-ce"
75136,"extractcode"
75131,"guardrails-api-client"
75075,"databricks-test"
75068,"ag-ui-strands"
75043,"business-duration"
75042,"purgatory"
74998,"mollie-api-python"
74992,"kanjize"
74941,"typecode-libmagic"
74933,"theano"
74927,"extractcode-libarchive"
74923,"pilmoji"
74882,"rigour"
74881,"langflow-base"
74874,"webarena-verified"
74846,"jubilant"
74842,"rensa"
74832,"elastic-opentelemetry"
74811,"semhash"
74800,"extractcode-7z"
74793,"nsj-queue-lib"
74774,"datadiff"
74774,"types-prettytable"
74760,"prodigy-plus-schedule-free"
74746,"eerepr"
74746,"trame-router"
74742,"watermark"
74736,"gitchangelog"
74727,"elasticsearch8-dsl"
74725,"extend-ai"
74709,"dash-leaflet"
74680,"gitmatch"
74662,"hurry"
74657,"persist-queue"
74653,"asysocks"
74647,"assemblyline-ui"
74639,"autoclasstoc"
74638,"geocif"
74634,"livekit-plugins-speechmatics"
74621,"lamindb"
74593,"scvi-tools"
74552,"sdk-reforge"
74549,"jsonrpcserver"
74548,"mailosaur"
74542,"oxylabs"
74535,"django-config-models"
74531,"python-ntlm3"
74523,"arcade"
74499,"ha-mcp-dev"
74491,"adaptive-cards-py"
74485,"langflow"
74470,"agent-sandbox"
74453,"fpyutils"
74432,"fritzconnection"
74428,"django-click"
74425,"flask-seasurf"
74391,"open-aea"
74359,"os-vif"
74358,"rest-condition"
74353,"wisent-compute"
74348,"abstra"
74295,"beets"
74289,"gemfileparser2"
74268,"fast-histogram"
74193,"scikit-multilearn"
74177,"certbot-dns-duckdns"
74142,"google-cloud-api-keys"
74140,"bioutils"
74136,"pydeseq2"
74112,"pyedb"
74108,"flask-mongoengine"
74099,"vcdvcd"
74072,"gandlf"
74071,"terminaltexteffects"
74045,"nerfacc"
74032,"types-python-http-client"
74024,"python-troveclient"
73958,"django-password-validators"
73948,"flask-pydantic-spec"
73938,"dbt-mcp"
73937,"secscanner2junit"
73923,"pipe"
73909,"flask-openapi3-scalar"
73900,"cg"
73886,"tflite"
73876,"pymzml"
73802,"cppclean"
73743,"codrninja"
73727,"drf-access-policy"
73680,"itanium-demangler"
73673,"unicrypto"
73663,"pyresample"
73651,"checkdmarc"
73629,"onnxtr"
73604,"idapro"
73595,"unitypy"
73588,"rucio-clients"
73503,"pymgclient"
73498,"http-client"
73496,"awsiotpythonsdk"
73475,"pyacoustid"
73472,"logstash-formatter"
73469,"universal-startfile"
73451,"flask-alembic"
73448,"kernel"
73443,"skfolio"
73434,"gammatone"
73418,"lovelyplots"
73384,"amplpy"
73356,"multiscale-spatial-image"
73356,"ophyd"
73347,"dump-env"
73278,"pyshorteners"
73256,"web-fragments"
73227,"vat-utils"
73150,"cyksuid"
73138,"gitman"
73138,"onnxruntime-openvino"
73134,"deskew"
73130,"ppk2-api"
73117,"wagtail-localize"
73116,"convertbng"
73101,"cmeel-tinyxml"
73092,"splunk-hec-handler"
73088,"nameko"
73072,"copybook"
73071,"mintotp"
73026,"llama-index-embeddings-nvidia"
73004,"google-maps-routeoptimization"
73003,"mandrill"
72999,"django-rest-auth"
72982,"torchx-nightly"
72965,"qiskit-algorithms"
72959,"bottle-websocket"
72930,"cognite-toolkit"
72928,"ansys-tools-visualization-interface"
72921,"sqlalchemy-migrate"
72915,"json-with-comments"
72838,"configparser2"
72836,"audiocraft"
72811,"ipfn"
72799,"microdf-python"
72789,"arnio"
72785,"query-string"
72747,"efficientnet"
72746,"networkit"
72706,"kim-convergence"
72703,"invenio-accounts"
72693,"diffq-fixed"
72685,"drug-named-entity-recognition"
72680,"pyleri"
72659,"ansi"
72622,"dns-lexicon"
72618,"pgpy13"
72615,"feather-format"
72609,"fastapi-sessions"
72609,"ldpc"
72590,"pep562"
72577,"hmdriver2"
72552,"execnb"
72551,"django-elasticsearch-dsl-drf"
72545,"sae-lens"
72534,"ai-parrot"
72528,"invenio-requests"
72528,"arro3-compute"
72517,"openmined-psi"
72493,"wreq"
72484,"fast-geo-distance"
72441,"wsidicom"
72411,"markdown-to-json"
72409,"cosmpy"
72381,"airporttime"
72380,"trieve-py-client"
72361,"pydoris"
72351,"xmlsig"
72349,"sphinx-simplepdf"
72338,"fparser"
72337,"pyghidra"
72317,"otio-aaf-adapter"
72313,"edx-toggles"
72309,"win-inet-pton"
72306,"pulsar-galaxy-lib"
72301,"pyocd-pemicro"
72290,"evmdasm"
72271,"dbapi"
72256,"csrd-models"
72247,"dronecan"
72238,"discord-protos"
72226,"django-sri"
72181,"mempalace"
72175,"harness-python-sdk"
72173,"microsoft-agents-a365-runtime"
72173,"cdp-socket"
72164,"django-map-widgets"
72137,"file-magic"
72093,"dvc-ssh"
72071,"hopsworks-apigen"
72060,"autosemver"
72044,"typecoverage"
72017,"cloudcheck"
72007,"vultr"
72003,"cloudmersive-convert-api-client"
71996,"nornir"
71993,"assemblyline"
71987,"dbt-score"
71984,"envoy"
71966,"jupyter-resource-usage"
71962,"aistore"
71959,"projen"
71941,"gravity"
71931,"pyicumessageformat"
71922,"atcf-data-parser"
71913,"nikola"
71908,"reuters-style"
71895,"python-matter-server"
71888,"dissect-hypervisor"
71867,"pyxdameraulevenshtein"
71866,"py3dns"
71863,"feedgenerator"
71849,"signedjson"
71849,"convex"
71824,"livekit-plugins-hume"
71808,"hid"
71784,"pytrie"
71770,"fast-query-parsers"
71709,"flytekitplugins-ray"
71699,"lz4tools"
71692,"ops-scenario"
71676,"openfisca-core"
71674,"c2pa-python"
71664,"scrapegraphai"
71655,"efterlev"
71576,"dockerflow"
71575,"azure-log-analytics-data-collector-api"
71538,"skforecast"
71526,"fast-plaid"
71523,"pkscreener"
71522,"pyrabbit"
71522,"wetextprocessing"
71519,"pyjdbc"
71513,"scrapinghub"
71507,"recipe-scrapers"
71496,"robotframework-archivelibrary"
71496,"xblock"
71488,"git-changelog"
71483,"types-nanoid"
71480,"spatial-image"
71465,"extratools"
71437,"flex"
71404,"up-pyperplan"
71403,"scancode-toolkit"
71367,"snscrape"
71344,"pyxb"
71330,"orchestra-sdk"
71327,"wtforms-alchemy"
71326,"vmware-vapi-runtime"
71319,"dbt-fusion-package-tools"
71317,"sarvamai"
71315,"winevt"
71305,"uniface"
71302,"edx-django-sites-extensions"
71298,"joblib-stubs"
71269,"quotequail"
71258,"prefixspan"
71249,"otio-cmx3600-adapter"
71246,"pytest-stub"
71202,"tgscheduler"
71191,"sleipnirgroup-jormungandr"
71172,"neuralprophet"
71166,"openssl-ocsp-responder"
71156,"unitxt"
71147,"vcrpy-unittest"
71142,"pytest-mpi"
71130,"scitex-config"
71124,"edx-rbac"
71122,"dagster-mysql"
71120,"bty-lab"
71116,"quixstreams"
71116,"cplex"
71085,"pyx"
71069,"pyubx2"
71063,"tkinter-gl"
71057,"django-syzygy"
71055,"igwn-segments"
71023,"cv-bridge"
71018,"types-aiobotocore-elasticache"
71013,"ossfs"
70995,"qcodes"
70995,"tfa-nightly"
70986,"pytest-embedded"
70971,"opengeode-io"
70967,"redmail"
70960,"openai-messages-token-helper"
70939,"json2table"
70926,"python-registry"
70920,"py-geth"
70915,"gamesentenceminer"
70891,"ptflops"
70878,"fastapi-auth0"
70872,"aws-sso-util"
70852,"robotframework-dependencylibrary"
70825,"types-boltons"
70788,"tf-slim"
70784,"teradata"
70780,"cloudauthz"
70772,"jsonapi-requests"
70769,"azure-ai-language-conversations"
70762,"vsdx"
70748,"pte-adapter-model-explorer"
70711,"microsoft-teams-api"
70687,"whiteboxgui"
70681,"async-exit-stack"
70676,"types-aiobotocore-logs"
70637,"aiosocks"
70599,"pip-check-reqs"
70572,"flask-babelex"
70565,"shotgun-api3"
70555,"isa-rwval"
70555,"ethereum-dasm"
70527,"vmware-vcenter"
70515,"pandas-schema"
70499,"pyliblzfse"
70497,"gruut-lang-es"
70490,"django-zxcvbn-password-validator"
70395,"microsoft-agents-a365-observability-core"
70393,"snyk-agent-scan"
70376,"gruut-lang-de"
70371,"modelcif"
70370,"flake8-tuple"
70354,"aws-parallelcluster"
70349,"pydantic-tes"
70341,"pytest-circleci-parallelized"
70337,"flake8-colors"
70333,"fastapi-slim"
70320,"translation-finder"
70318,"aimrocks"
70309,"argus-redact"
70290,"repairwheel"
70284,"langchain-upstage"
70283,"aresponses"
70265,"ostorlab"
70252,"pelican"
70234,"llama-index-llms-groq"
70224,"surrogate"
70214,"pyqt5-stubs"
70176,"gpy"
70175,"soundcard"
70174,"better-abc"
70153,"python-printr"
70145,"assemblyline-core"
70124,"certora-cli"
70102,"pproxy"
70088,"pyriemann"
70081,"typsht"
70079,"delorean"
70079,"pcodec"
70071,"inspect2"
70069,"flask-minify"
70044,"apns2-up"
70031,"langchain-cli"
70022,"asciimatics"
70013,"dataclass-factory"
70007,"dapr-ext-fastapi"
70004,"ob-metaflow-extensions"
70003,"repoze-sendmail"
69999,"pyphonetics"
69997,"slipcover"
69988,"array-api-strict"
69976,"shippo"
69974,"hindsight-api-slim"
69963,"hikari"
69954,"interchange"
69943,"python-timeout"
69922,"pioarduino"
69900,"roc-validator"
69823,"pymodbustcp"
69816,"pygeocodio"
69761,"gruut-lang-fr"
69736,"salt"
69696,"omnibase-infra"
69680,"urduhack"
69668,"pymp3"
69661,"bbot"
69642,"aitviewer"
69631,"cinemagoer"
69622,"zipfile38"
69615,"alibabacloud-rds20140815"
69606,"ipysigma"
69595,"xtcocotools"
69581,"djongo"
69579,"soco"
69573,"django-naomi"
69565,"nvidia-nvimgcodec-cu12"
69563,"awslabs-eks-mcp-server"
69549,"django-rest-multiple-models"
69544,"ufo2ft"
69543,"bai2"
69523,"django-redis-cache"
69513,"redis-cli"
69498,"axial-positional-embedding"
69488,"django-softdelete"
69460,"cockroachdb"
69459,"openedx-events"
69452,"opengeode-inspector"
69443,"flask-injector"
69407,"livekit-plugins-soniox"
69392,"lightning-fabric"
69374,"yeref"
69374,"asyncgui"
69366,"pyone"
69357,"rdrobust"
69352,"blue"
69325,"spookyhash"
69300,"vmware-vapi-common-client"
69300,"django-bootstrap-datepicker-plus"
69294,"hug"
69291,"gpflow"
69266,"flake8-pie"
69264,"tablestore"
69222,"sqlescapy"
69210,"pytest-odoo"
69206,"freeze-core"
69194,"pycalverter"
69182,"nuclio-sdk"
69170,"sphinxcontrib-runcmd"
69166,"pyrit"
69135,"fckitlib"
69088,"pyexcel-webio"
69085,"breadability"
69067,"sherlock-project"
69051,"shipyard-python-sdk"
69046,"sqlcipher3-wheels"
69042,"jax-jumpy"
69036,"neovim"
69005,"cdk-bootstrapless-synthesizer"
68998,"python-nomad"
68991,"dnaio"
68970,"acvl-utils"
68963,"hyper-up"
68946,"osm2geojson"
68924,"whylogs-sketching"
68922,"edx-ccx-keys"
68897,"classproperties"
68894,"django-compat"
68893,"pyaskalono"
68867,"appscript"
68864,"alibabacloud-sas20181203"
68855,"cloudbridge"
68829,"argparse-logging"
68827,"streamlit-antd-components"
68825,"j2lint"
68822,"trulens-providers-litellm"
68810,"poselib"
68791,"prices"
68773,"pastescript"
68771,"pytgcalls"
68730,"langroid"
68725,"zhinst-comms"
68724,"django-session-timeout"
68714,"geomloss"
68702,"sastrawi"
68700,"cylp"
68693,"tox-toml-fmt"
68693,"flake8-django"
68684,"pyeventsystem"
68680,"titiler-core"
68664,"fireworks"
68647,"protoc-wheel-0"
68641,"gffutils"
68626,"clawmetry"
68606,"minikerberos"
68559,"simple-rest-client"
68547,"guardpycfn"
68538,"modulegraph"
68530,"openedx-atlas"
68524,"pypylon"
68510,"odc-loader"
68502,"pytorch-pretrained-bert"
68497,"agent-framework-hyperlight"
68496,"pytest-faulthandler"
68407,"nucliadb-models"
68380,"rosdistro"
68377,"pansi"
68363,"aiooss2"
68346,"cvat-sdk"
68329,"rest-framework-generic-relations"
68303,"amazon-braket-schemas"
68279,"opentelemetry-contrib-instrumentations"
68272,"named"
68269,"mock-ssh-server"
68265,"coherent-licensed"
68253,"nrel-pysam"
68252,"cdp-patches"
68229,"zi-api-auth-client"
68220,"vollib"
68164,"re-assert"
68146,"nbdev-stdlib"
68127,"django-versatileimagefield"
68123,"rerun-notebook"
68110,"dash-pydantic-form"
68102,"dex-retargeting"
68098,"meilisearch-python-sdk"
68092,"aurora-data-api"
68062,"cellpose"
68039,"shipyard-neo-sdk"
68039,"dtreeviz"
68021,"datarobot-genai"
68016,"safe-exit"
68006,"mecab-ko"
67987,"google-meridian"
67977,"assemblyline-v4-service"
67972,"nb-clean"
67925,"robot-descriptions"
67911,"aws-sns-message-validator"
67909,"cocotb-coverage"
67904,"pylbfgs"
67868,"quantile-python"
67866,"google-cloud-documentai-toolbox"
67855,"allure-pytest-default-results"
67852,"strict-kwargs"
67836,"taskchampion3-py-dev"
67832,"sqlalchemy-solr"
67831,"pyffx"
67823,"spire-doc"
67792,"arraykit"
67767,"setuptools-markdown"
67759,"cbcbox"
67736,"st-attn"
67718,"jax-dataclasses"
67709,"json-encoder"
67695,"homeassistant-stubs"
67689,"pythran-openblas"
67678,"pyautoit"
67675,"pylink"
67672,"fancyimpute"
67671,"storage"
67643,"keyphrase-vectorizers"
67639,"abstract-webtools"
67632,"dash-bootstrap-templates"
67622,"geode-background"
67584,"bootstrapped"
67561,"smsapi-client"
67557,"glidekv"
67534,"py-jama-rest-client"
67532,"rf-groundingdino"
67489,"pulumi-oci"
67487,"dvsim"
67482,"unicode-slugify"
67475,"freud-analysis"
67475,"evm-trace"
67452,"djangocms-attributes-field"
67448,"httpserver"
67436,"mwclient"
67419,"pytest-codecov"
67415,"pytest-archon"
67413,"bagit"
67410,"ubelt"
67395,"deb-pkg-tools"
67392,"dghs-imgutils"
67390,"pytest-split-tests"
67386,"zope-index"
67363,"slackblocks"
67352,"rsinstrument"
67348,"geotext"
67330,"riskfolio-lib"
67312,"bridgekeeper"
67299,"logdna"
67287,"opentrons"
67244,"flashy"
67215,"pybammsolvers"
67211,"langchain-azure-dynamic-sessions"
67183,"fpylll"
67175,"paytmchecksum"
67171,"azure-cli-sql"
67156,"bosi"
67147,"eel"
67112,"slippers"
67053,"torchtyping"
67047,"sphinx-remove-toctrees"
67045,"lib-log-utils"
67004,"ldappool"
66995,"kmeans-pytorch"
66975,"readthedocs-sphinx-search"
66972,"soda-core-athena"
66966,"xacro"
66954,"fds-sdk-utils"
66953,"causalml"
66945,"xraydb"
66915,"cloudshell-core"
66914,"flake8-deprecated"
66911,"dbt-oracle"
66903,"multiqc"
66895,"knnimpute"
66887,"openfisca-france"
66876,"sphinxcontrib-datatemplates"
66871,"mistralai-workflows"
66860,"hya"
66856,"gstools"
66850,"llama-index-vector-stores-faiss"
66849,"django-user-sessions"
